,category,date_time,headline,link
36,india," July 19, 2020  4:54:13 am",AAP and L-G spar over who will argue NE Delhi riot-related cases in court,https://indianexpress.com/article/india/aap-and-l-g-spar-over-who-will-argue-ne-delhi-riot-related-cases-in-court/
37,india," July 19, 2020  4:50:55 am","West Bengal: In a first, more than 2,000 cases recorded in 24 hours",https://indianexpress.com/article/india/west-bengal-coronavirus-news-update-west-bengal-in-a-first-more-than-2000-cases-recorded-in-24-hours-6512726/
38,india," July 19, 2020  12:56:24 pm","Middleman, partyman, businessman: The mystery of Sanjay Jain",https://indianexpress.com/article/india/sanjay-jain-rajasthan-congress-audio-clips-6512647/
39,india," July 19, 2020  4:45:51 am","Won’t enforce complete lockdown, curbs only in containment zones: Chief Secy Rajiv Sinha",https://indianexpress.com/article/india/wont-enforce-complete-lockdown-curbs-only-in-containment-zones-chief-secy-rajiv-sinha-6512721/
40,india," July 19, 2020  7:02:29 am",NCLAT opens window to let firms exit resolution process — and settle,https://indianexpress.com/article/india/covid-19-pandemic-nclat-exit-resolution-process-bankruptcy-code-6512630/
41,india," July 19, 2020  11:57:55 am","Afghanistan: Abducted Sikh released, government hints can use CAA to get citizenship",https://indianexpress.com/article/india/afghan-sikh-released-kabul-government-caa-citizenship-6512642/
42,india," July 19, 2020  4:39:14 am","Glimmer in Delhi as recoveries trend up, next weeks key",https://indianexpress.com/article/india/coronavirus-recovery-covid-panel-positive-cases-6512625/
43,india," July 19, 2020  10:25:11 am",SC-ST Cell probe upholds AIIMS doctor’s bias charge against faculty,https://indianexpress.com/article/india/sc-st-cell-probe-aiims-doctor-caste-and-gender-biased-6512621/
44,india," July 19, 2020  7:52:43 am",Audio tapes: MHA seeks report as BJP calls for CBI probe into ‘phone tapping’,https://indianexpress.com/article/india/rajasthan-government-phone-tapping-cbi-probe-6512614/
45,india," July 19, 2020  8:18:18 am","Ram temple Trust fixes Aug 3 or 5 for start of work, requests PM to join in",https://indianexpress.com/article/india/ram-temple-trust-bhoomi-pujan-babri-masjid-site-6512611/
46,india," July 19, 2020  4:33:04 am","In Kerala, crowdfunding via social media under lens after recipient alleges ‘threats’ for money",https://indianexpress.com/article/india/in-kerala-crowdfunding-via-social-media-under-lens-after-recipient-alleges-threats-for-money-6512710/
47,india," July 19, 2020  4:27:07 am",Court allows Surat man to meet daughter through video call,https://indianexpress.com/article/india/court-allows-surat-man-to-meet-daughter-through-video-call-6512715/
48,india," July 19, 2020  4:18:56 am",3 militants killed in J&K encounter,https://indianexpress.com/article/india/3-militants-killed-in-jk-encounter-6512706/
49,india," July 19, 2020  4:18:08 am","Gujarat: 960 new Covid cases reported; over 1,000 patients discharged",https://indianexpress.com/article/india/gujarat-coronavirus-news-update-gujarat-960-new-covid-cases-reported-over-1000-patients-discharged-6512708/
50,lifestyle," July 19, 2020  8:00:03 pm",Keep these tips in mind while blending your eyeshadow the next time,https://indianexpress.com/article/lifestyle/fashion/keep-these-tips-in-mind-while-blending-your-eyeshadow-the-next-time-6513555/
51,lifestyle," July 19, 2020  7:19:41 pm",Do you know about Andropause aka male menopause?,https://indianexpress.com/article/lifestyle/health/do-you-know-about-andropause-aka-male-menopause-6513352/
52,lifestyle," July 19, 2020  4:11:22 pm",Princess Beatrice and Edoardo Mapelli Mozzi share pictures of their private ceremony,https://indianexpress.com/article/lifestyle/art-and-culture/princess-beatrice-and-edoardo-mapelli-mozzi-shares-pictures-of-their-private-ceremony-check-it-out-here-6513374/
53,lifestyle," July 19, 2020  3:30:14 pm",Easy recipe: Here’s how you can make caramel sauce at home,https://indianexpress.com/article/lifestyle/food-wine/easy-recipe-heres-how-you-can-make-caramel-sauce-at-home-6513236/
54,lifestyle," July 19, 2020  2:00:06 pm",Vidya Balan stuns in a fuchsia ensemble for e-promotions of her upcoming film,https://indianexpress.com/article/lifestyle/fashion/vidya-balan-stuns-in-a-fuchsia-ensemble-for-here-e-promotions-for-her-upcoming-film-shakuntala-devi-6513100/
55,lifestyle," July 19, 2020  1:00:24 pm",Suvir’s Slice of Life: Birbal Kee Khitcheree will leave you craving for more,https://indianexpress.com/article/lifestyle/food-wine/chef-suvir-saran-slice-of-life-birbal-kee-khitcheree-recipe-6507230/
56,lifestyle," July 19, 2020  10:20:39 am",Say cheers to the simpler joys of life with this bael sherbet,https://indianexpress.com/article/lifestyle/food-wine/say-cheers-to-the-simpler-joys-of-life-with-this-bael-sherbet-6512914/
57,lifestyle," July 19, 2020  6:00:21 am","Happy Sawan Shivratri 2020: Wishes, Images, Whatsapp Messages, Quotes, Status and Photos",https://indianexpress.com/article/lifestyle/life-style/happy-sawan-shivratri-2020-wishes-images-whatsapp-messages-quotes-status-and-photos-6510349/
58,lifestyle," July 18, 2020  9:15:58 pm",Learn how to make stuffed onion rings with leftover aloo curry,https://indianexpress.com/article/lifestyle/food-wine/stuffed-onion-rings-leftover-aloo-sabzi-easy-recipes-meghnasfoodmagic-6473726/
59,lifestyle," July 18, 2020  11:54:11 pm","Happy Sawan Shivratri 2020: Wishes, images, status, quotes, messages, photos and greetings",https://indianexpress.com/article/lifestyle/life-style/happy-sawan-shivratri-2020-wishes-images-status-quotes-messages-photos-and-greetings-6506837/
60,lifestyle," July 18, 2020  7:15:46 pm","Kawasaki disease: Symptoms to treatment, all you need to know",https://indianexpress.com/article/lifestyle/health/kawasaki-disease-children-symptoms-treatment-covid-19-6512231/
61,lifestyle," July 18, 2020  7:16:41 pm",Shilpa Shetty cooks healthy upma with oats and sattu; recipe inside,https://indianexpress.com/article/lifestyle/food-wine/shilpa-shetty-healthy-oats-sattu-upma-recipe-6511803/
62,lifestyle," July 18, 2020  5:25:05 pm",University of Dundee’s research on destroying cancer-causing K-Ras protein shows promise,https://indianexpress.com/article/lifestyle/health/university-of-dundee-cancer-kras-6510964/
63,lifestyle," July 18, 2020  4:48:44 pm",Healthy dessert recipe: Try this whole-wheat apple cake,https://indianexpress.com/article/lifestyle/food-wine/healthy-dessert-recipe-try-this-whole-wheat-apple-cake-6470988/
64,lifestyle," July 18, 2020  3:00:51 pm",Masaba Gupta reveals how Priyanka Chopra inspired her to make acting debut,https://indianexpress.com/article/lifestyle/life-style/masaba-gupta-priyanka-chopra-birthday-inspired-acting-debut-masaba-masaba-6511839/
65,lifestyle," July 18, 2020  11:50:56 pm","Sawan Shivratri 2020: Date, puja vidhi, muhurat, timings, samagri, and mantra",https://indianexpress.com/article/lifestyle/life-style/sawan-shivratri-2020-date-puja-vidhi-muhurat-timings-samagri-mantra-6507303/
66,lifestyle," July 18, 2020  1:40:39 pm",In the mood for cheese? Try this cheesy baked brie delight,https://indianexpress.com/article/lifestyle/food-wine/cheese-recipes-baked-brie-aamna-sharif-6511728/
67,lifestyle," July 19, 2020  10:03:57 am",The problem with the uncomplicated legacy of The Help,https://indianexpress.com/article/lifestyle/art-and-culture/voila-davis-the-help-racial-representation-6511026/
68,lifestyle," July 18, 2020  1:52:42 pm",Suvir’s Slice of Life: Celebrate good times with mom’s doughnuts,https://indianexpress.com/article/lifestyle/food-wine/suvir-saran-slice-of-life-doughnuts-easy-recipe-6510893/
69,lifestyle," July 19, 2020  4:12:49 pm",Here’s what we learned from Priyanka Chopra’s Instagram account; take a look,https://indianexpress.com/article/lifestyle/feelings/priyanka-chopra-birthday-looks-6510648/
70,lifestyle," July 18, 2020  9:44:33 am",Secondhand smoke: All you need to know,https://indianexpress.com/article/lifestyle/health/secondhand-smoke-covid-pandemic-6509198/
71,lifestyle," July 19, 2020  11:32:58 am",A new study shows how time-restricted diet can help in weight loss,https://indianexpress.com/article/lifestyle/health/study-time-restricted-diet-weight-loss-6510750/
72,lifestyle," July 17, 2020  8:50:14 pm","Iceland is inviting people to scream out frustrations in ‘beautiful, wide-open spaces’",https://indianexpress.com/article/lifestyle/life-style/iceland-campaign-scream-frustrations-benefits-mental-health-coronavirus-6510305/
73,lifestyle," July 17, 2020  8:00:41 pm",Looking for a tasty monsoon snack? Try Sanjeev Kapoor’s kurkure paneer,https://indianexpress.com/article/lifestyle/food-wine/monsoon-snack-kurkure-paneer-chef-sanjeev-kapoor-recipe-6510670/
74,lifestyle," July 17, 2020  7:10:25 pm",Chak De! India actor Vidya Malavade aces a difficult forearm stand; watch video,https://indianexpress.com/article/lifestyle/fitness/chak-de-india-actor-vidya-malavade-forearm-stand-video-steps-benefits-6510442/
75,sports," July 19, 2020  10:08:36 pm","Badminton is most flourishing sport in India, future also bright: P Gopichand",https://indianexpress.com/article/sports/badminton/pullela-gopichand-flourishing-sport-bright-future-6513744/
76,sports," July 19, 2020  9:13:49 pm",Lewis Hamilton wins 8th Hungarian GP to take back F1 championship lead,https://indianexpress.com/article/sports/motor-sport/lewis-hamilton-f1-hungary-win-championship-lead-6513724/
77,sports," July 19, 2020  8:54:26 pm",Rafael Nadal lauds Real Madrid for ‘overcoming challenges’ after La Liga title win,https://indianexpress.com/article/sports/tennis/rafael-nadal-real-madrid-la-liga-title-win-challenges-6513667/
78,sports," July 19, 2020  8:27:28 pm",Shakib Al Hasan’s father tests positive for coronavirus,https://indianexpress.com/article/sports/cricket/shakib-al-hasan-father-covid-positive-coronavirus-bangladesh-6513674/
79,sports," July 19, 2020  7:33:06 pm",Fabio Quartararo wins as MotoGP resumes; Marc Marquez crashes out,https://indianexpress.com/article/sports/motor-sport/fabio-quartararo-spanish-grand-prix-win-motogp-resumes-6513653/
80,sports," July 19, 2020  8:21:11 pm",England vs West Indies: Umpires disinfect cricket ball after Sibley accidentally uses saliva,https://indianexpress.com/article/sports/cricket/england-vs-west-indies-sibley-saliva-umpires-disinfect-ball-video-pics-6513583/
81,sports," July 19, 2020  5:57:15 pm",Zinedine Zidane caps Real Madrid’s title campaign by ignoring Gareth Bale,https://indianexpress.com/article/sports/football/zinedine-zidane-gareth-bale-ignored-leganes-6513480/
82,sports," July 19, 2020  5:42:25 pm",Pentala Harikrishna wins ACCENTUS Chess960 event at Biel Festival,https://indianexpress.com/article/sports/chess/pentala-harikrishna-wins-accentus-chess960-biel-festival-6513530/
83,sports," July 19, 2020  5:15:53 pm","Bangladesh cricketers resume training, one player allowed inside stadium at a time",https://indianexpress.com/article/sports/cricket/bangladesh-cricketers-training-one-player-stadium-6513507/
84,sports," July 19, 2020  5:01:40 pm",I definitely back myself in red-ball cricket: D’Arcy Short,https://indianexpress.com/article/sports/cricket/darcy-short-red-ball-cricket-backing-6513496/
85,sports," July 19, 2020  4:55:51 pm",Ben Stokes can become one of England’s greatest cricketers: Dominic Cork,https://indianexpress.com/article/sports/cricket/ben-stokes-england-greatest-dominic-cork-6513459/
86,sports," July 19, 2020  10:30:57 pm",Steve Bucknor admits two mistakes in 2008 Sydney Test that cost India the game,https://indianexpress.com/article/sports/cricket/steve-bucknor-made-two-mistakes-sydney-test-india-vs-australia-2008-6513303/
87,sports," July 19, 2020  4:30:42 pm",Jasprit Bumrah is hardest to face among India bowlers: Marnus Labuschagne,https://indianexpress.com/article/sports/cricket/jasprit-bumrah-is-hardest-to-face-among-india-bowlers-marnus-labuschagne-6513447/
88,sports," July 19, 2020  4:09:03 pm",Fast bowlers will have to be little more careful than others on resumption: Irfan Pathan,https://indianexpress.com/article/sports/cricket/fast-bowlers-will-have-to-be-little-more-careful-than-others-on-resumption-irfan-pathan-6513329/
89,sports," July 19, 2020  10:44:22 pm","England vs West Indies 2nd Test Day 4 Live Cricket Score Updates: WI all out, trail by 182 runs",https://indianexpress.com/article/sports/cricket/england-vs-west-indies-2nd-test-day-4-live-cricket-score-updates-6513243/
90,sports," July 19, 2020  2:00:10 pm",Saba Karim resigns from General Manager Cricket Operations BCCI,https://indianexpress.com/article/sports/cricket/saba-karim-resigns-from-general-manager-cricket-operations-bcci-6513183/
91,sports," July 19, 2020  12:16:12 pm",Rusty Barcelona can still win Champions League: coach Quique Setien,https://indianexpress.com/article/sports/football/rusty-barcelona-can-still-win-champions-league-coach-quique-setien-6513084/
92,sports," July 19, 2020  10:14:17 am",Bad news for Hamilton’s rivals: Mercedes is getting faster,https://indianexpress.com/article/sports/motor-sport/bad-news-for-hamiltons-rivals-mercedes-is-getting-faster-6512930/
93,sports," July 19, 2020  9:57:07 am",Aubameyang double fires Arsenal past Manchester City into FA Cup final,https://indianexpress.com/article/sports/football/aubameyang-double-fires-arsenal-past-manchester-city-into-fa-cup-final-6512858/
94,sports," July 19, 2020  9:47:19 am",Locals protest against transfer of officer after Swapna Barman’s house raided,https://indianexpress.com/article/sports/sport-others/swapna-barman-house-raid-protest-officer-transfer-6512491/
95,sports," July 18, 2020  11:13:43 pm","Rain frustrates England on Day 3, brings relief for West Indies",https://indianexpress.com/article/sports/cricket/rain-frustrates-england-relief-west-indies-day-3-6512472/
96,sports," July 19, 2020  9:53:42 am",Dive into the unknown: Swimmers worry about toll of being out of training pools,https://indianexpress.com/article/sports/sport-others/dive-into-the-unknown-swimmers-worry-toll-out-of-training-pools-6512436/
97,sports," July 19, 2020  12:56:20 pm","Wrist is history: Azhar recalls his 3 hundreds, and his Eden",https://indianexpress.com/article/sports/cricket/wrist-is-history-mohammad-azharuddin-debut-3-hundreds-eden-6512395/
98,sports," July 18, 2020  9:36:24 pm","Santi Cazorla, Bruno Soriano to leave Villarreal at the end of the season",https://indianexpress.com/article/sports/football/santi-cazorla-bruno-soriano-villarreal-leave-6512404/
99,sports," July 18, 2020  9:30:33 pm",Leeds United win Championship title as Brentford lose at Stoke,https://indianexpress.com/article/sports/football/leeds-united-win-championship-title-6512399/
100,lifestyle," July 17, 2020  7:13:54 pm",Single mother seeks your help to save her son’s life; please help her,https://indianexpress.com/article/lifestyle/sponsored-lifestyle/single-mother-seeks-your-help-to-save-her-sons-life-please-help-her/
101,lifestyle," July 17, 2020  6:29:17 pm",Make way as Kardashian sisters channel the Spice Girls,https://indianexpress.com/article/lifestyle/life-style/kardashian-sisters-spice-girls-photo-510453/
102,lifestyle," July 18, 2020  9:22:31 am",The Indian thali is great for building immunity: Celeb nutritionist Pooja Makhija,https://indianexpress.com/article/lifestyle/health/celebrity-nutritionist-pooja-makhija-immunity-building-healthy-diet-6505224/
103,lifestyle," July 17, 2020  4:40:33 pm","Obesity, metabolic syndrome are risk factors for severe influenza, says research",https://indianexpress.com/article/lifestyle/health/obesity-metabolic-syndrome-risk-factors-severe-influenza-research-6509223/
104,lifestyle," July 19, 2020  11:35:07 am",Nia Sharma knows how to ace casual fashion looks; here’s proof,https://indianexpress.com/article/lifestyle/fashion/nia-sharma-is-the-og-queen-of-casual-fashion-heres-proof-6509022/
105,lifestyle," July 17, 2020  3:00:05 pm",Snack on this Indore special Bhutte ki Kees,https://indianexpress.com/article/lifestyle/food-wine/corn-easy-indore-special-bhutte-ki-kees-recipe-6486377/
106,lifestyle," July 18, 2020  9:23:49 am",Anushka Sharma practices this ancient Ayurvedic dental hygiene technique; know about it here,https://indianexpress.com/article/lifestyle/health/anushka-sharma-practices-this-ancient-ayurvedic-dental-hygiene-technique-know-what-it-is-here-6510021/
107,lifestyle," July 17, 2020  1:20:58 pm",Want a toned back? Check out what Dino Morea is doing,https://indianexpress.com/article/lifestyle/fitness/dino-morea-toned-back-exercise-fitness-6509120/
108,lifestyle," July 18, 2020  7:15:13 pm","Chef Renu Dalal: Vegetarian food is dynamic, exciting and more popular than ever",https://indianexpress.com/article/lifestyle/food-wine/renu-dalal-theres-nothing-that-can-match-the-satisfaction-i-get-from-creating-tarla-dalal-fusion-food-6502340/
109,lifestyle," July 17, 2020  11:40:38 am",Trendspotting: Salons transform into mini clinics in the time of COVID-19,https://indianexpress.com/article/lifestyle/life-style/trendspotting-salons-transform-into-mini-clinics-in-the-time-of-covid-19-6509870/
110,lifestyle," July 18, 2020  9:24:34 am",Matters of the mind: ‘Hold the line’ to collectively beat the crisis,https://indianexpress.com/article/lifestyle/life-style/matters-of-the-mind-hold-the-line-to-collectively-beat-the-crisis-6508614/
111,lifestyle," July 17, 2020  11:17:44 am",Suvir’s Slice of Life: Nani’s French Toast is perfect for breakfast,https://indianexpress.com/article/lifestyle/food-wine/chef-suvir-saran-slice-of-life-nanis-french-toast-recipe-6508851/
112,lifestyle," July 18, 2020  11:51:00 pm","Sawan Shivratri 2020: Date, history, importance, and significance",https://indianexpress.com/article/lifestyle/life-style/sawan-shivratri-2020-date-history-importance-significance-6507299/
113,lifestyle," July 17, 2020  7:00:10 am","In 2020, why is menstruation still a taboo? This social activist seeks answers",https://indianexpress.com/article/lifestyle/life-positive/in-2020-why-is-menstruation-still-a-taboo-this-social-activist-seeks-answers-6509473/
114,lifestyle," July 16, 2020  9:40:44 pm",Septuagenarians may experience more loneliness in pandemic: Study,https://indianexpress.com/article/lifestyle/life-style/septuagenarians-may-experience-more-loneliness-in-pandemic-study-6509252/
115,lifestyle," July 16, 2020  8:50:07 pm",Toss up this tasty salad in two minutes (recipe inside),https://indianexpress.com/article/lifestyle/food-wine/easy-salad-recipe-yasmin-karachiwala-6508809/
116,lifestyle," July 16, 2020  8:00:11 pm",Why you should add pumpkin seeds to your diet,https://indianexpress.com/article/lifestyle/health/heres-every-reason-to-add-pumpkin-seeds-to-your-diet-6508785/
117,lifestyle," July 16, 2020  7:10:24 pm",Anurag Kashyap poses like a ‘warrior’ while doing yoga; check it out,https://indianexpress.com/article/lifestyle/fitness/anurag-kashyap-warrior-pose-yoga-benefits-6508993/
118,lifestyle," July 16, 2020  6:20:43 pm",Avishek Sen’s New York solo ‘reframes’ the conversation between man and nature,https://indianexpress.com/article/lifestyle/art-and-culture/avishek-sen-new-york-solo-reframes-the-conversation-between-man-and-nature-6508806/
119,lifestyle," July 18, 2020  11:04:17 am",Deepika Padukone says she can eat this dish ‘for the rest of her life’; check it out,https://indianexpress.com/article/lifestyle/food-wine/deepika-padukone-favourite-comfort-food-rasam-rice-mango-pickle-recipe-6508643/
120,lifestyle," July 16, 2020  4:40:22 pm",Bengaluru man calls out Scotch-Brite’s ‘awkward’ gendered logo; company responds,https://indianexpress.com/article/lifestyle/life-style/bengaluru-man-called-out-scotch-brite-for-gendered-logo-sexist-6508803/
121,lifestyle," July 16, 2020  3:51:17 pm",Did you know about these uses for cotton balls?,https://indianexpress.com/article/lifestyle/life-style/did-you-know-about-some-of-these-uses-for-cotton-balls-find-out-6508648/
122,lifestyle," July 16, 2020  3:00:18 pm",Suvir’s Slice of Life: Seviyan ki kheer will add sweetness to your celebrations,https://indianexpress.com/article/lifestyle/food-wine/chef-suvir-saran-slice-of-life-seviyan-ki-kheer-holy-vermicelli-pudding-dessert-recipe-6508379/
123,lifestyle," July 16, 2020  2:10:51 pm",Playing board games to eating healthy: What we learned from Katrina’s Instagram,https://indianexpress.com/article/lifestyle/life-style/what-we-learned-from-katrina-kaif-birthday-instagram-latest-photos-6508376/
124,lifestyle," July 16, 2020  1:20:32 pm",Looking for healthy ways to boost dopamine? Here’s what an expert advises,https://indianexpress.com/article/lifestyle/health/looking-for-healthy-ways-to-boost-dopamine-heres-what-an-expert-advises-6508476/
125,lifestyle," July 16, 2020  12:42:34 pm",Five Indian doctors in US tell their pandemic story in a documentary,https://indianexpress.com/article/lifestyle/art-and-culture/sweta-rai-documentary-covid19-doctors-abroad-6503672/
126,lifestyle," July 16, 2020  11:40:08 am",Looking to make your diet healthier? Try red rice,https://indianexpress.com/article/lifestyle/health/looking-to-make-your-diet-healthier-try-red-rice-6508205/
127,lifestyle," July 17, 2020  2:29:32 pm",Nutmeg to fenugreek: These foods will prevent hair loss during monsoon,https://indianexpress.com/article/lifestyle/food-wine/nutmeg-fenugreek-aliv-foods-to-prevent-hair-loss-monsoon-rujuta-diwekar-6507043/
128,lifestyle," July 16, 2020  10:00:22 am",Easy recipe: Make cream cheese chicken sandwich for breakfast today,https://indianexpress.com/article/lifestyle/food-wine/easy-recipe-make-cream-cheese-chicken-sandwich-at-home-6505348/
129,lifestyle," July 16, 2020  9:10:25 am",Hina Khan’s graceful ballerina twist to Pilates is goals; watch,https://indianexpress.com/article/lifestyle/fitness/hina-khan-barre-fusion-pilates-fitness-goals-6504977/
