,category,date_time,headline,link
25,technology, 4 June 2020,"Facebook, Instagram Unblock Hashtag #Sikh After It Was ‘Mistakenly Blocked on March 7’",https://gadgets.ndtv.com/social-networking/news/facebook-instagram-sikh-hashtag-unblock-apologies-issue-2240452
26,lifestyle," May 30, 2020  8:45:20 pm",Are your hibiscus leaves turning yellow? Try these tricks,https://indianexpress.com/article/lifestyle/life-style/is-your-hibiscus-leaves-turning-yellow-try-this-trick-6434755/
27,entertainment," June 7, 2020  10:29:43 pm","Chirranjeevi Sarja (1980-2020): Rashmika, Prithviraj and others mourn demise of Kannada actor",https://indianexpress.com/article/entertainment/regional/chirranjeevi-sarja-celebrities-mourn-demise-6447383/
28,technology, 5 June 2020,"Zomato, Swiggy, Dunzo Get DGCA’s Approval for Fly Test Drone Deliveries in India: Report",https://gadgets.ndtv.com/apps/news/zomato-swiggy-dunzo-spicejet-drone-deliveries-dgca-bvlos-2241414
29,india," June 6, 2020  5:11:56 am",UP: Police sub-inspector suspended  for ‘driving car over vegetables’,https://indianexpress.com/article/india/up-police-sub-inspector-suspended-for-driving-car-over-vegetables-6444996/
30,lifestyle," June 1, 2020  7:02:13 pm",Virat Kohli’s impressive weightlifting skills are major fitness goals; watch,https://indianexpress.com/article/lifestyle/fitness/virat-kohlis-impressive-weightlifting-skills-are-major-fitness-goals-watch-6419274/
31,sports," June 4, 2020  12:46:13 pm",Bundesliga takes no action against players supporting George Floyd protests,https://indianexpress.com/article/sports/football/bundesliga-takes-no-action-against-players-supporting-george-floyd-protests-6442128/
32,lifestyle," June 6, 2020  1:45:12 pm",Keep your spectacles clean with these easy tips,https://indianexpress.com/article/lifestyle/health/covid19-pandemic-personal-hygiene-spectacles-lens-clean-easy-tips-6419657/
33,sports," June 6, 2020  12:45:18 pm",Chelsea declared champions of curtailed Women’s Super League,https://indianexpress.com/article/sports/football/chelsea-declared-champions-of-curtailed-womens-super-league-6445522/
34,india," June 8, 2020  2:05:16 am","Woman alleges father tied to MP hospital bed over dues, CM orders probe",https://indianexpress.com/article/india/woman-alleges-father-tied-to-mp-hospital-bed-over-dues-cm-orders-probe-6447796/
35,lifestyle," May 31, 2020  11:34:17 am",Have you tried the lockdown recipe Parmal ki Kadi?,https://indianexpress.com/article/lifestyle/food-wine/have-you-tried-the-lockdown-recipe-parmal-ki-kadi-6435454/
36,india," June 5, 2020  11:05:59 pm",Kolhapur mill uses technology to reach out to stakeholder farmers ahead of next kharif,https://indianexpress.com/article/india/kolhapur-mill-uses-technology-to-reach-out-to-stakeholder-farmers-ahead-of-next-kharif-6444687/
37,india," June 5, 2020  4:49:14 pm","As Covid-19 cases in Kerala soar, govt allows expats to go for 14-day home quarantine",https://indianexpress.com/article/india/as-covid-19-cases-in-kerala-soar-govt-allows-expats-to-go-for-14-day-home-quarantine-6444162/
38,india," June 6, 2020  7:25:04 am","Transmission slowest ever, Maharashtra load big factor now and later",https://indianexpress.com/article/india/maharashtra-coronavirus-transmission-slow-6444797/
39,technology, 3 June 2020,US Probe Into India's Digital Tax Said Not Be a Move of Aggression,https://gadgets.ndtv.com/social-networking/news/ustr-india-digital-services-tax-probe-government-comment-2239964
40,lifestyle," June 3, 2020  7:10:05 pm",Why it’s worth using a facial steamer for glowing skin,https://indianexpress.com/article/lifestyle/life-style/why-its-worth-using-a-facial-steamer-6440548/
41,entertainment," June 4, 2020  6:43:01 pm","Amitabh Bachchan, Aamir Khan and others remember Basu Chatterjee",https://indianexpress.com/article/entertainment/bollywood/celebrities-mourn-the-demise-of-basu-chatterjee-6442148/
42,india," June 5, 2020  6:31:03 pm","Don’t initiate new schemes, need to use resources prudently for Covid crisis: FinMin to ministries",https://indianexpress.com/article/india/finance-ministry-to-ministries-resources-no-new-schemes-6444146/
43,lifestyle," June 1, 2020  9:20:56 pm",Sleep issues? Count on these easy tips for better slumber,https://indianexpress.com/article/lifestyle/health/sleep-issues-easy-tips-good-night-sleep-quality-anxiety-meditation-6415246/
44,sports," June 5, 2020  11:04:38 am",Valencia’s Rodrigo says match may have spread virus,https://indianexpress.com/article/sports/football/valencias-rodrigo-says-match-may-have-spread-coronavirus-6443615/
45,lifestyle," May 26, 2020  1:20:20 pm",Karisma Kapoor loves wearing saris and we love seeing her in them,https://indianexpress.com/article/lifestyle/fashion/karisma-kapoor-in-saris-fashion-photos-6427733/
46,technology, 2 June 2020,Realme to Launch 55-Inch TVs in India Soon,https://gadgets.ndtv.com/tv/news/realme-55-inch-tv-launch-india-2239550
47,india," June 7, 2020  7:43:58 pm",India to UNHRC on covid-19 clampdowns: ‘Necessary steps taken to stop misinformation’,https://indianexpress.com/article/india/india-unhcr-covid-19-clampdowns-6445035/
48,lifestyle," June 2, 2020  7:10:15 pm",Try your hands at banana bread like Divyanka Tripathi Dahiya,https://indianexpress.com/article/lifestyle/food-wine/banana-bread-divyanka-tripathi-dahiya-easy-recipes-baking-vivek-dahiya-lockdown-6404429/
49,lifestyle," June 8, 2020  9:09:35 am",Boost your immunity with this sorghum millet chaat and moringa buttermilk,https://indianexpress.com/article/lifestyle/food-wine/sorghum-millet-chaat-with-moringa-buttermilk-immunity-boosting-recipe-6446871/
50,technology, 3 June 2020,"Mi Band 5 Render Surfaces Online, Features Said to Include Blood Oxygen Detection, Remote Camera Control",https://gadgets.ndtv.com/wearables/news/mi-band-5-features-blood-oxygen-level-nfc-support-render-launch-xiaomi-2240189
51,lifestyle," June 6, 2020  3:15:51 pm",Prince William reveals he has been counselling people anonymously during lockdown,https://indianexpress.com/article/lifestyle/life-style/prince-william-counselling-people-anonymously-during-lockdown-mental-health-6445496/
52,sports," June 4, 2020  3:11:13 pm",On This Day: Sunil Chhetri scored his hundred in style,https://indianexpress.com/article/sports/football/on-this-day-sunil-chhetri-scored-his-hundred-in-style-6442385/
53,technology, 3 June 2020,Poco Teases Launch of New Device in India 'Soon',https://gadgets.ndtv.com/mobiles/news/poco-phone-india-launch-soon-xiaomi-poco-pop-buds-2240013
54,entertainment," June 2, 2020  6:58:14 pm",Awesome Mani Ratnam movies you can stream on Amazon Prime Video,https://indianexpress.com/article/entertainment/tamil/awesome-mani-ratnam-movies-amazon-prime-video-6438455/
55,technology, 4 June 2020,Hackers and Hucksters Reinvigorate 'Anonymous' Brand Amid US Protests,https://gadgets.ndtv.com/internet/news/anonymous-resurgence-amid-us-protests-george-floyd-2239912
56,lifestyle," May 31, 2020  8:00:52 pm","Here’s why dry shampoos are ideal for summers, and how you can make them at home",https://indianexpress.com/article/lifestyle/life-style/heres-why-dry-shampoos-are-ideal-for-summers-and-how-you-can-make-them-at-home-6435954/
57,lifestyle," June 5, 2020  9:11:02 am","World Environment Day 2020 Quotes, Images, Slogans, Messages: Celebrate the day with these thoughts",https://indianexpress.com/article/lifestyle/life-style/world-environment-day-2020-quotes-images-slogans-messages-6442367/
58,lifestyle," May 27, 2020  3:45:32 pm","You don’t need to dream hard, you need to train hard: Abhishek Banerjee",https://indianexpress.com/article/lifestyle/life-positive/you-dont-need-to-dream-hard-you-need-to-train-hard-abhishek-banerjee-6428030/
59,india," June 8, 2020  3:18:02 pm","MP: Patient allegedly tied for non-payment of dues, Shajapur hospital sealed",https://indianexpress.com/article/india/mp-patient-allegedly-tied-for-non-payment-of-dues-shajapur-hospital-sealed-6448659/
60,lifestyle," June 5, 2020  12:30:04 pm",Give regular sambar a twist by making it with buttermilk; try the recipe,https://indianexpress.com/article/lifestyle/food-wine/buttermilk-sambar-recipe-sanjeev-kapoor-6442540/
61,entertainment," June 4, 2020  8:35:19 am","Sajid Khan shares video of brother Wajid, writes ‘legends don’t die’",https://indianexpress.com/article/entertainment/bollywood/wajid-khan-instagram-video-shared-by-sajid-from-hospital-6440934/
62,lifestyle," June 1, 2020  10:10:42 pm",Missing restaurant-style Cajun spiced potatoes? Here’s how you can make it at home,https://indianexpress.com/article/lifestyle/food-wine/missing-barbecue-nation-restaurant-style-cajun-spiced-potatoes-heres-how-starters-can-make-6433201/
63,lifestyle," May 27, 2020  11:20:53 pm",Why you should add raw mango to your summer diet,https://indianexpress.com/article/lifestyle/health/benefits-of-drinking-raw-mango-aam-panna-summer-diet-6429843/
64,lifestyle," May 30, 2020  5:15:31 pm",Try this one pot noodle soup recipe for a quick and filling meal,https://indianexpress.com/article/lifestyle/food-wine/one-pot-noodle-soup-recipe-easy-meal-anahita-dhondy-thukpa-6430870/
65,india," June 6, 2020  10:12:20 pm","India Coronavirus Updates, June 6: Shopping malls to remain shut in Gurugram, Faridabad; UP’s tally crosses 10K",https://indianexpress.com/article/india/india-coronavirus-updates-06-june-6445640/
66,lifestyle," June 4, 2020  6:37:07 pm",Adele referred to this diet to lose weight; here are the foods it recommends,https://indianexpress.com/article/lifestyle/health/adele-weight-loss-sirtfood-diet-benefits-6431646/
67,technology, 3 June 2020,"Amazfit Bip S Smartwatch With Up to 40 Days Battery Life, Colour Display Launched in India",https://gadgets.ndtv.com/wearables/news/amazfit-bip-s-price-in-india-rs-4999-launch-smartwatch-specifications-features-2239568
68,technology, 2 June 2020,South Korea Mandates QR Codes to Log Customers After Nightclub Coronavirus Outbreak,https://gadgets.ndtv.com/apps/news/coronavirus-south-korea-mandates-qr-codes-to-log-customers-after-nightclub-outbreak-2239374
69,lifestyle," June 7, 2020  6:38:20 pm","Muzaffar Ali on his online painting exhibition, ‘The Other Side’",https://indianexpress.com/article/lifestyle/art-and-culture/muzaffar-ali-on-his-online-painting-exhibition-the-other-side-6447366/
70,entertainment," May 31, 2020  2:00:43 pm",Bade Achhe Lagte Hain and Kuch Rang Pyar Ke to make a comeback on Sony TV,https://indianexpress.com/article/entertainment/television/bade-achhe-lagte-hain-kuch-rang-pyar-ke-aise-bhi-comeback-sony-tv-6434883/
71,lifestyle," May 27, 2020  9:40:05 pm",How about some non-fried potato chips?,https://indianexpress.com/article/lifestyle/food-wine/craving-snacks-3-ingredients-non-fried-less-oil-potato-chips-neha-deepak-shah-easy-recipes-6426157/
72,technology, 3 June 2020,"US to Investigate India, Other Nations' Digital Services Tax on Its Tech Companies",https://gadgets.ndtv.com/social-networking/news/ustr-probe-trade-investigation-digital-services-tax-india-uk-eu-indonesia-turkey-2239957
73,entertainment," June 8, 2020  3:10:28 pm",South Cinema news on June 8: Teaser of Keerthy Suresh-starrer Penguin is out,https://indianexpress.com/article/entertainment/tamil/south-cinema-news-on-june-8-shriya-saran-in-rrr-and-more-6448129/
74,entertainment," June 8, 2020  8:28:47 am",Karan Johar raises awareness about child abuse: Have to do everything to protect children,https://indianexpress.com/article/entertainment/bollywood/karan-johar-raises-awareness-about-child-abuse-have-to-do-everything-to-protect-children-6447307/
75,sports," June 5, 2020  8:22:10 am",Bowling quality better in PSL than IPL according to foreigners: Wasim Akram,https://indianexpress.com/article/sports/cricket/bowling-quality-psl-ipl-foreigners-wasim-akram-6442736/
76,india," June 6, 2020  8:59:59 am",Satellite imagery shows how Chinese changed status quo on Pangong bank,https://indianexpress.com/article/india/satellite-imagery-shows-how-chinese-changed-status-quo-on-pangong-bank-6444803/
77,lifestyle," May 29, 2020  5:35:29 pm",It takes 10 minutes to make these choco-chip cookies; check out the recipe here,https://indianexpress.com/article/lifestyle/food-wine/all-it-no-oven-no-eggs-10-minutes-to-make-these-choco-chip-cookies-check-out-the-recipe-here-6431607/
78,sports," June 3, 2020  8:12:59 am",International cricket set to return in July as England confirm West Indies Test tour,https://indianexpress.com/article/sports/cricket/england-vs-west-indies-july-test-tour-6439341/
79,sports," June 3, 2020  1:10:51 pm",F1 champion Lewis Hamilton ‘overcome with rage’ at racial injustice,https://indianexpress.com/article/sports/motor-sport/f1-champion-lewis-hamilton-overcome-with-rage-at-racial-injustice-6440486/
80,technology, 2 June 2020,Global Smartphone Sales Plunge 20 Percent in Pandemic-Hit Quarter: Gartner,https://gadgets.ndtv.com/mobiles/news/global-smartphone-sales-plunge-20-percent-in-pandemic-hit-quarter-gartner-2239163
81,entertainment," June 8, 2020  8:14:06 am","Dear Class of 2020: The Obamas, Beyoncé, Lady Gaga and others offer inspirational messages to students",https://indianexpress.com/article/entertainment/entertainment-others/dear-class-of-2020-the-obamas-lady-gaga-beyonce-speeches-6448039/
82,technology, 6 June 2020,"Samsung Galaxy Tab S6 Lite to Launch in India on June 8, Amazon Teases",https://gadgets.ndtv.com/tablets/news/samsung-galaxy-tab-s6-lite-india-launch-date-june-8-pre-orders-amazon-2241909
83,lifestyle," June 7, 2020  8:30:10 pm",You can enjoy chocolate truffle with just two ingredients; check out the recipe,https://indianexpress.com/article/lifestyle/food-wine/you-can-enjoy-chocolate-truffle-at-home-with-just-two-ingredients-check-out-the-recipe-here-6447150/
84,entertainment," June 5, 2020  8:37:01 am",Chintu Ka Birthday actor Vinay Pathak: A good film is a good film no matter where you see it,https://indianexpress.com/article/entertainment/bollywood/chintu-ka-birthday-vinay-pathak-film-release-on-ott-platform-zee-5-6441034/
85,entertainment," June 8, 2020  12:05:52 am",Javed Akhtar on Richard Dawkins Award: It tells the world there are people in India who express views that aren’t popular,https://indianexpress.com/article/entertainment/bollywood/javed-akhtar-on-richard-dawkins-award-views-6447534/
86,lifestyle," June 3, 2020  11:40:18 am",Hara Hachi bu: Have you heard of this Japanese diet rule for weight loss?,https://indianexpress.com/article/lifestyle/food-wine/hara-hachi-bu-japanese-diet-weight-loss-6438969/
87,india," June 7, 2020  8:59:53 pm","‘He went inside to get our TV set… I wish he hadn’t,’ says mother of 17-year-old killed in cyclone Nisarga",https://indianexpress.com/article/india/he-went-inside-to-get-our-tv-set-i-wish-he-hadnt-says-mother-of-17-year-old-killed-in-cyclone-nisarga-6446478/
88,entertainment," June 8, 2020  2:43:59 pm",Ronnie Lahiri on Sardar Udham Singh: Don’t think a January release is possible,https://indianexpress.com/article/entertainment/bollywood/producer-ronnie-lahiri-on-sardar-udham-singh-gulabo-sitabo-ott-release-6447299/
89,technology, 3 June 2020,"HP Omen 15 (2020), Pavilion Gaming 16 Laptops With Up to 10th-Gen Intel Core Processors Launched",https://gadgets.ndtv.com/laptops/news/hp-omen-15-pavilion-gaming-16-price-999-799-usd-specifications-features-2237776
90,lifestyle," May 30, 2020  6:26:46 pm",Tips for patients suffering from hernia,https://indianexpress.com/article/lifestyle/health/tips-for-patients-suffering-hernia-6434509/
91,entertainment," June 2, 2020  5:37:55 pm",Puneet Issar on playing Duryodhan in Mahabharat: I took people’s hatred as a compliment,https://indianexpress.com/article/entertainment/television/puneet-issar-on-playing-duryodhan-mahabharat-6438693/
92,lifestyle," June 4, 2020  4:40:29 pm",Actor Cara Delevingne says she identifies as pansexual,https://indianexpress.com/article/lifestyle/life-style/actor-cara-delevingne-identifies-as-pansexual-person-6442564/
93,sports," June 7, 2020  11:58:57 am",Empty stadiums could affect Ben Stokes’ performance: Darren Gough,https://indianexpress.com/article/sports/cricket/empty-stadiums-could-affect-ben-stokes-performance-darren-gough-6446901/
94,lifestyle," May 29, 2020  10:50:44 am",Love chilli oil? Learn how to make it at home,https://indianexpress.com/article/lifestyle/food-wine/homemade-chilli-oil-recipe-6431231/
95,entertainment," June 5, 2020  5:24:46 pm",Bollywood news on June 5: Sushmita Sen unveils trailer of her Hotstar series Aarya and more,https://indianexpress.com/article/entertainment/bollywood/bollywood-news-june-5-akshay-kumar-forbes-highest-paid-celebrities-list-6443669/
96,sports," June 5, 2020  8:20:29 am",Boxing coach returns to Italy to be with ailing wife,https://indianexpress.com/article/sports/sport-others/boxing-coach-returns-to-italy-ailing-wife-6443072/
97,sports," June 6, 2020  12:30:12 pm",Champions League hopes hit as Gladbach loses to Freiburg 1-0,https://indianexpress.com/article/sports/football/champions-league-hopes-hit-as-gladbach-loses-to-freiburg-1-0-6445498/
98,sports," June 7, 2020  9:49:13 am",WATCH: Arsenal beat Charlton 6-0 in friendly,https://indianexpress.com/article/sports/football/arsenal-beat-charlton-6-0-in-friendly-6446758/
99,sports," June 6, 2020  11:38:44 am",We know it’s a big game for everyone: Ole Gunnar Solskjaer ahead of Manchester United vs Spurs,https://indianexpress.com/article/sports/football/english-premier-league/we-know-its-a-big-game-for-everyone-ole-gunnar-solskjaer-ahead-of-manchester-united-vs-spurs-6445437/
100,lifestyle," June 1, 2020  9:10:26 am",Coconut oil is an all-in-one beauty product; here’s how you can use it,https://indianexpress.com/article/lifestyle/life-style/coconut-oil-is-an-all-in-one-beauty-product-heres-how-you-can-use-it-6427764/
101,india," June 7, 2020  9:29:06 pm",Punjab: Govt school teachers dial up 8 lakh parents in virtual PTM,https://indianexpress.com/article/india/punjab-govt-school-teachers-dial-up-8-lakh-parents-in-virtual-ptm-6447469/
102,technology, 3 June 2020,"OnePlus 8 Pro HD Playback Issue Fix Coming in Late June, Company Reveals",https://gadgets.ndtv.com/mobiles/news/oneplus-8-pro-hd-playback-issue-fix-late-june-netflix-amazon-prime-video-2239801
103,india," June 8, 2020  4:40:16 am",Pakistan violates ceasefire at LoC; Indian troops foil infiltration bid,https://indianexpress.com/article/india/pakistan-violates-ceasefire-at-loc-indian-troops-foil-infiltration-bid-6447894/
104,india," June 7, 2020  8:58:17 pm","Lockdown Diary, Day 75: Robots ensure physical distancing at Jaipur firm; Man held for birthday celebration; and more",https://indianexpress.com/article/india/lockdown-diary-day-74-june-7-coronavirus-india-update-6447351/
105,lifestyle," May 29, 2020  11:52:10 am",Anil Kapoor does a no-equipment exercise that needs a lot of strength; watch video,https://indianexpress.com/article/lifestyle/fitness/anil-kapoor-no-equipment-exercise-requires-strength-video-6429400/
106,sports," June 7, 2020  3:08:48 pm",David Gower urges cricketing world to embrace spirit of cooperation like West Indies,https://indianexpress.com/article/sports/cricket/david-gower-urges-cricketing-world-to-embrace-spirit-of-cooperation-like-west-indies-6447134/
107,technology, 5 June 2020,"Oppo Find X2 Series, Vivo X50 Series, and Other Phones Launching in India Soon",https://gadgets.ndtv.com/mobiles/news/oppo-find-x2-pro-vivo-x50-plus-y50-y30-poco-oneplus-upcoming-phones-india-2241254
108,technology, 2 June 2020,Coronavirus-Tracking App Angers Thousands in Moscow With Fines,https://gadgets.ndtv.com/apps/news/coronavirus-tracking-app-angers-thousands-in-moscow-with-fines-2239403
109,india," June 7, 2020  5:56:23 am",Main accused in last year’s Meerut anti-CAA protest arrested: Police,https://indianexpress.com/article/india/main-accused-in-last-years-meerut-anti-caa-protest-arrested-police-6446615/
110,technology, 4 June 2020,"Swiggy, Zomato Begin Alcohol Home Delivery in Kolkata, Siliguri",https://gadgets.ndtv.com/apps/news/swiggy-zomato-alcohol-home-delivery-kolkata-siliguri-west-bengal-2240560
111,entertainment," June 3, 2020  5:50:38 pm",Films speak a universal language: Bengali director whose Malayalam film made it to Cannes market,https://indianexpress.com/article/entertainment/malayalam/aneek-choudhuri-katti-nrittam-cannes-film-festival-2020-6437498/
112,entertainment," May 31, 2020  9:06:34 am",Salman Khan donates 1 lakh hand sanitisers to Mumbai Police,https://indianexpress.com/article/entertainment/bollywood/salman-khan-donates-1-lakh-hand-sanitisers-mumbai-police-6434547/
113,india," June 6, 2020  8:07:59 am","Kerala elephant death: Police say cracker-stuffed coconut used, hunt on for 2 more suspects",https://indianexpress.com/article/india/kerala-pregnant-elephant-killed-arrests-6444549/
114,entertainment," June 1, 2020  9:28:39 pm",Ajay Devgn donates oxygen cylinders and ventilators to Dharavi hospital,https://indianexpress.com/article/entertainment/bollywood/ajay-devgn-donates-oxygen-cylinders-ventilators-to-dharavi-hospital-6437294/
115,lifestyle," June 2, 2020  4:40:23 pm",Your deodorant can do much more than just make you smell good; find out,https://indianexpress.com/article/lifestyle/life-style/your-deodorant-can-do-much-more-than-just-make-you-smell-good-find-out-6438705/
116,sports," June 3, 2020  3:55:40 pm","I had never seen someone stretchered off, thought my career’s over: Hardik Pandya",https://indianexpress.com/article/sports/cricket/i-had-never-seen-someone-stretchered-off-thought-my-careers-over-hardik-pandya-6440574/
117,lifestyle," June 1, 2020  8:34:52 pm",Meet the original Gulabo and Sitabo — two glove puppets from UP,https://indianexpress.com/article/lifestyle/art-and-culture/meet-the-original-gulabo-and-sitabo-two-glove-puppets-from-uttar-pradesh-6437304/
118,technology, 3 June 2020,Facebook Takes Down White Nationalist and Fake Antifa Accounts,https://gadgets.ndtv.com/social-networking/news/facebook-takes-down-white-nationalist-and-fake-antifa-accounts-2239875
119,lifestyle," June 3, 2020  8:00:58 pm",The Back Burner: Two sweet-sour summer drinks,https://indianexpress.com/article/lifestyle/food-wine/the-back-burner-two-sweet-sour-summer-drinks-aam-pora-sharbat-tamarind-drink-recipe-6441116/
120,lifestyle," June 4, 2020  2:10:31 pm","Walk while talking on the phone, stand when cooking to stay fit",https://indianexpress.com/article/lifestyle/health/walking-while-talking-on-phone-standing-while-cooking-benefit-mental-health-6439227/
121,sports," June 6, 2020  10:46:53 am",Bulgarian top tier resumes amid coronavirus rules violations,https://indianexpress.com/article/sports/football/bulgarian-top-tier-resumes-amid-coronavirus-rules-violations-6445348/
122,entertainment," June 4, 2020  11:31:46 am",Rashmika Mandanna shares adorable throwback photo,https://indianexpress.com/article/entertainment/telugu/rashmika-mandanna-shares-adorable-throwback-photo-instagram-6442015/
123,technology, 2 June 2020,"Valorant Out Now in India, Europe, Coming to America in a Few Hours",https://gadgets.ndtv.com/games/news/valorant-download-india-release-date-riot-games-server-2239152
124,india," June 7, 2020  1:18:38 am","Punjab reports 54 new Covid cases, tally crosses 2,500 mark",https://indianexpress.com/article/india/punjab-reports-54-new-cases-tally-crosses-2500-mark-6446430/
125,lifestyle," May 28, 2020  9:02:06 pm",We love when Rhea Kapoor styles Kareena Kapoor Khan; see pics,https://indianexpress.com/article/lifestyle/fashion/kareena-kapoor-styled-by-rhea-kapoor-6430957/
126,lifestyle," June 7, 2020  12:12:40 pm","From Kangana Ranaut to Vidya Balan: Bollywood celebrities are acing linen, check pics",https://indianexpress.com/article/lifestyle/fashion/everytime-bollywood-celebrities-rocked-linen-outfits-6444249/
127,india," June 6, 2020  7:19:41 am",Chinese media largely quiet on standoff,https://indianexpress.com/article/india/chinese-media-largely-quiet-on-standoff-6444849/
128,india," June 5, 2020  2:16:43 am","Amidst murmurs of dissidence, Yediyurappa makes key appointments",https://indianexpress.com/article/india/rajya-sabha-mlc-polls-soon-amidst-murmurs-of-dissidence-yediyurappa-makes-key-appointments-6443255/
129,technology, 4 June 2020,"Apple Must Face Shareholder Lawsuit Over CEO's iPhone, China Comments: Judge",https://gadgets.ndtv.com/mobiles/news/apple-must-face-shareholder-lawsuit-over-ceos-iphone-china-comments-judge-2240449
